chr1	831062	833733	0	chr1	831577	831677	LINC01128
chr1	831062	833733	0	chr1	831581	831677	LINC01128
chr1	831062	833733	0	chr1	831596	831677	LINC01128
chr1	831062	833733	0	chr1	831604	831677	LINC01128
chr1	831062	833733	0	chr1	831623	831677	LINC01128
chr1	831062	833733	0	chr1	833097	834605	ENSG00000297178
chr1	851702	851704	1	chr1	850901	851773	ENSG00000297224
chr1	851702	851704	1	chr1	851347	852110	LINC01128
chr1	1263115	1263117	8	chr1	1262852	1263386	UBE2J2
chr1	1663379	1663400	10	chr1	1661477	1666019	SLC35E2B
chr1	1663379	1663400	10	chr1	1661478	1666019	SLC35E2B
chr1	2430624	2430626	17	chr1	2430337	2430629	PLCH2
chr1	4224545	4225884	33	chr1	4224705	4224999	ENSG00000301255
chr1	5493897	5493899	48	chr1	5492977	5494674	ENSG00000260972
chr1	8000523	8000542	71	chr1	7999539	8000728	ENSG00000284747
chr1	12838190	12838470	97	chr1	12838124	12838204	PRAMEF30P
chr1	13229900	13376236	98	chr1	13241573	13241665	ENSG00000295394
chr1	13229900	13376236	98	chr1	13245837	13246149	ENSG00000295394
chr1	13229900	13376236	98	chr1	13246545	13246938	ENSG00000295394
chr1	13229900	13376236	98	chr1	13245862	13246149	PRAMEF31P
chr1	13229900	13376236	98	chr1	13246545	13247121	PRAMEF31P
chr1	13229900	13376236	98	chr1	13248144	13248652	PRAMEF31P
chr1	13229900	13376236	98	chr1	13254197	13254275	PRAMEF5
chr1	13229900	13376236	98	chr1	13259246	13259555	PRAMEF5
chr1	13229900	13376236	98	chr1	13260221	13260803	PRAMEF5
chr1	13229900	13376236	98	chr1	13262549	13263435	PRAMEF5
chr1	13229900	13376236	98	chr1	13275132	13275627	PRAMEF32P
chr1	13229900	13376236	98	chr1	13273538	13274111	PRAMEF32P
chr1	13229900	13376236	98	chr1	13279124	13279231	RNU6-771P
chr1	13229900	13376236	98	chr1	13283804	13284169	PRAMEF8
chr1	13229900	13376236	98	chr1	13282846	13283422	PRAMEF8
chr1	13229900	13376236	98	chr1	13281303	13281932	PRAMEF8
chr1	13229900	13376236	98	chr1	13285096	13285137	PRAMEF8
chr1	13229900	13376236	98	chr1	13283804	13284116	PRAMEF8
chr1	13229900	13376236	98	chr1	13282846	13283422	PRAMEF8
chr1	13229900	13376236	98	chr1	13281303	13281932	PRAMEF8
chr1	13229900	13376236	98	chr1	13303538	13303586	PRAMEF33
chr1	13229900	13376236	98	chr1	13305929	13306241	PRAMEF33
chr1	13229900	13376236	98	chr1	13306637	13307216	PRAMEF33
chr1	13229900	13376236	98	chr1	13308328	13308907	PRAMEF33
chr1	13229900	13376236	98	chr1	13315580	13315658	PRAMEF15
chr1	13229900	13376236	98	chr1	13318391	13318700	PRAMEF15
chr1	13229900	13376236	98	chr1	13319371	13319953	PRAMEF15
chr1	13229900	13376236	98	chr1	13321702	13322598	PRAMEF15
chr1	13229900	13376236	98	chr1	13324038	13324162	ENSG00000228229
chr1	13229900	13376236	98	chr1	13324258	13324518	ENSG00000228229
chr1	13229900	13376236	98	chr1	13347056	13347134	PRAMEF14
chr1	13229900	13376236	98	chr1	13345027	13345339	PRAMEF14
chr1	13229900	13376236	98	chr1	13344037	13344616	PRAMEF14
chr1	13229900	13376236	98	chr1	13341891	13343086	PRAMEF14
chr1	13229900	13376236	98	chr1	13343561	13343840	PRAMEF14
chr1	13229900	13376236	98	chr1	13342033	13343086	PRAMEF14
chr1	13229900	13376236	98	chr1	13371613	13371947	PRAMEF19
chr1	13229900	13376236	98	chr1	13370648	13371227	PRAMEF19
chr1	13229900	13376236	98	chr1	13368430	13369640	PRAMEF19
chr1	15192248	15192250	113	chr1	15191827	15192441	MFFP1
chr1	15594138	15610782	116	chr1	15595849	15595984	ENSG00000237301
chr1	15594138	15610782	116	chr1	15595426	15595984	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603626	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603613	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603591	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603613	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603591	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603088	15603557	ENSG00000237301
chr1	15594138	15610782	116	chr1	15602242	15602396	ENSG00000237301
chr1	15594138	15610782	116	chr1	15603035	15603632	ENSG00000237301
chr1	15594138	15610782	116	chr1	15604596	15605043	CHCHD2P6
chr1	15594138	15610782	116	chr1	15608077	15608145	RNU7-179P
chr1	15594138	15610782	116	chr1	15609620	15610189	ENSG00000294489
chr1	15594138	15610782	116	chr1	15609973	15610189	ENSG00000294489
chr1	15594138	15610782	116	chr1	15609977	15610189	ENSG00000294489
chr1	15594138	15610782	116	chr1	15609977	15610189	ENSG00000294489
chr1	15594138	15610782	116	chr1	15609977	15610189	ENSG00000294489
chr1	15825444	15828944	120	chr1	15828211	15828512	SPEN-AS1
chr1	15825444	15828944	120	chr1	15828231	15828669	ENSG00000178715
chr1	16424660	16428624	124	chr1	16427863	16428015	SPATA21
chr1	16424660	16428624	124	chr1	16425523	16425731	SPATA21
chr1	16424660	16428624	124	chr1	16425523	16425731	SPATA21
chr1	16424660	16428624	124	chr1	16427863	16428015	SPATA21
chr1	16424660	16428624	124	chr1	16425523	16425731	SPATA21
chr1	16424660	16428624	124	chr1	16424903	16425210	SPATA21
chr1	16424660	16428624	124	chr1	16427863	16428015	SPATA21
chr1	16424660	16428624	124	chr1	16425523	16425731	SPATA21
chr1	16424660	16428624	124	chr1	16425096	16425210	SPATA21
chr1	16483367	16485100	125	chr1	16484822	16484906	CROCCP3
chr1	16483367	16485100	125	chr1	16484232	16484464	CROCCP3
chr1	16483367	16485100	125	chr1	16483286	16483486	CROCCP3
chr1	16483367	16485100	125	chr1	16484232	16484464	CROCCP3
